Game_ID,Player_ID,OffRtg,DefRtg
117a5a71c34c2d8a39ff66d884462bd7,59c61598abe68e36e2a0f6b24f5344a9,70.0,120.0
117a5a71c34c2d8a39ff66d884462bd7,ade82b71d52bf8ebd00f724b25c87e95,101.47,112.86
117a5a71c34c2d8a39ff66d884462bd7,7a1c1f680a11456d505f05fa70712213,110.53,108.75
117a5a71c34c2d8a39ff66d884462bd7,ffc3716da11461d5337f42c2e9590797,95.24,134.78
117a5a71c34c2d8a39ff66d884462bd7,16d76c912992709c8be29b896b8f9417,108.82,102.9
117a5a71c34c2d8a39ff66d884462bd7,71646c64f62c2748740c45b469e0d611,97.47,108.86
117a5a71c34c2d8a39ff66d884462bd7,758bfe4f98e1d0fc26ef37ef7f9688e4,129.41,116.67
117a5a71c34c2d8a39ff66d884462bd7,cf76849b2d40cd089fa8fe823846b717,84.21,102.44
117a5a71c34c2d8a39ff66d884462bd7,2ffe19dc39838eaa55a52d7b2fbd687c,109.09,107.69
117a5a71c34c2d8a39ff66d884462bd7,682ee02d38c947defb4cf5e30fba6f96,110.94,104.69
117a5a71c34c2d8a39ff66d884462bd7,745fd2a3e78aaceb805e7bc19cf5f126,0,0
117a5a71c34c2d8a39ff66d884462bd7,24e7fa348c6b922fe075358bdabc0b29,0,0
117a5a71c34c2d8a39ff66d884462bd7,d1159a16ddc833d8787756a5b90b9141,0,0
117a5a71c34c2d8a39ff66d884462bd7,3d784b11288b827cbd97d6dbcd6602ec,0,0
117a5a71c34c2d8a39ff66d884462bd7,c4d3f5f09856d59a1ebd1618e137dc57,0,0
117a5a71c34c2d8a39ff66d884462bd7,a05b7a85a87b3c7789bf03ec6de8a132,0,0
117a5a71c34c2d8a39ff66d884462bd7,6fd2a56d4457a4617bc4931d6c9f3f31,0,0
117a5a71c34c2d8a39ff66d884462bd7,ec1701b0740d49558c0e4292fbcf5d28,130.43,117.78
117a5a71c34c2d8a39ff66d884462bd7,0e35575a0624318cc691947fe700df94,0,0
117a5a71c34c2d8a39ff66d884462bd7,355440241677831feb31321e4f47389c,117.65,103.92
117a5a71c34c2d8a39ff66d884462bd7,fe4fc80aa14544264b2eca38dbe85bd1,107.79,98.63
117a5a71c34c2d8a39ff66d884462bd7,5254f09164f6bcfba80a12e595ca4724,101.25,105.13
117a5a71c34c2d8a39ff66d884462bd7,545561642487bf6991898bd62e9c3172,95.0,105.0
117a5a71c34c2d8a39ff66d884462bd7,fde04f931b1efe670ec01ec59424cd20,102.38,82.5
117a5a71c34c2d8a39ff66d884462bd7,f85a47779c423d73ea3b2aa48c54ff8b,101.3,108.11
117a5a71c34c2d8a39ff66d884462bd7,093587100e2037b5dec3199d77b35e8b,0,0
117a5a71c34c2d8a39ff66d884462bd7,ce84530bdb8f4a9e7cf97e14d536b8a0,108.33,115.25
117a5a71c34c2d8a39ff66d884462bd7,59fa10b4c9f3cd3cf1048a41966fe24e,110.98,98.73
117a5a71c34c2d8a39ff66d884462bd7,68b4e768ed5b52bf2d2f882ebd051c66,0,0
1ea0a33aafb4a3cb31ba79cff049300c,ad1c818605d80c2d6aeabf60426e94a9,0,0
1ea0a33aafb4a3cb31ba79cff049300c,7dfbb5980c066844384ba7424aceae47,120.25,101.3
1ea0a33aafb4a3cb31ba79cff049300c,7ad61d685fab533836df6c4605db1ac2,0,0
1ea0a33aafb4a3cb31ba79cff049300c,ff52c317e26534ae1679da3c917e9fec,114.1,100.0
1ea0a33aafb4a3cb31ba79cff049300c,25b9943b95a816346c06eae76c78a593,0,0
1ea0a33aafb4a3cb31ba79cff049300c,ef232aca3c330ff4f84215374638d026,0,0
1ea0a33aafb4a3cb31ba79cff049300c,11beb0ae23e6425510297a31fa21881e,118.52,100.0
1ea0a33aafb4a3cb31ba79cff049300c,1177a5cdd245dc40c6c39bac4df89ce3,0,0
1ea0a33aafb4a3cb31ba79cff049300c,6ad10958a1d4920dccb1daec39bebd6b,125.81,100.0
1ea0a33aafb4a3cb31ba79cff049300c,83c15c0962941640faab838a8f6f151d,115.85,104.94
1ea0a33aafb4a3cb31ba79cff049300c,a3bac86ad549b2f128a62399d73d6299,100.0,112.9
1ea0a33aafb4a3cb31ba79cff049300c,41c0674725d4cddab004649e9db5a3ce,103.57,129.03
1ea0a33aafb4a3cb31ba79cff049300c,90ba0d1de241290df2e124a5e02d68ef,103.03,131.43
1ea0a33aafb4a3cb31ba79cff049300c,1f568a2342e4c375873d49a15e2d4448,100.0,125.0
1ea0a33aafb4a3cb31ba79cff049300c,31f28da997f1ed51f0f688b9d004b269,0,0
1ea0a33aafb4a3cb31ba79cff049300c,f562f72f83b8e06b60ff184531b07056,100.0,131.11
1ea0a33aafb4a3cb31ba79cff049300c,23fbda7c31efd6cfa21e3ab6c89d53f3,97.26,122.97
1ea0a33aafb4a3cb31ba79cff049300c,bcf50b1e35f187b7c5bc18090cdfb7f6,114.29,104.88
1ea0a33aafb4a3cb31ba79cff049300c,0a700ecf0eb76559949f1cb5b69a540b,107.5,112.5
1ea0a33aafb4a3cb31ba79cff049300c,9b6e807cc4c750b9f118126e87064522,0,0
1ea0a33aafb4a3cb31ba79cff049300c,6725198e0d39aa5b4cbe7b65265ce287,113.46,98.0
1ea0a33aafb4a3cb31ba79cff049300c,2c447ab0a100cb50766552b0f6fadc2d,100.0,118.52
1ea0a33aafb4a3cb31ba79cff049300c,1781491ce70efa8b357e255e07299f8c,0,0
1ea0a33aafb4a3cb31ba79cff049300c,1c5bebebc83437eca5ef0aaf6eabb15a,106.25,121.21
1ea0a33aafb4a3cb31ba79cff049300c,ce3ac26d43af7aa5555535cfed3f48cc,118.92,107.89
1ea0a33aafb4a3cb31ba79cff049300c,bbe5cb93ef483ea31d950f6c634837dc,0.0,300.0
1ea0a33aafb4a3cb31ba79cff049300c,724b933e9d3762a78354b89759d0d19f,0,0
1ea0a33aafb4a3cb31ba79cff049300c,69c02fbc5211dd22186fa1b43e3c71b3,0,0
1ea0a33aafb4a3cb31ba79cff049300c,687b541bdc76b92b085fc1304f5c1bf1,112.5,110.26
1ea0a33aafb4a3cb31ba79cff049300c,320f545028c6d47de639c3eb262476de,0,0
1ef70f0ed41e6862e3860613e3f21054,fb64ca4b8beaf4c4c6e4575fe2f3abd7,101.16,92.94
1ef70f0ed41e6862e3860613e3f21054,f3d6e924c2736c9e5771b0784e31c2df,0,0
1ef70f0ed41e6862e3860613e3f21054,32c044aa84d75ccd78c3c9f2aeb33bd9,106.45,118.75
1ef70f0ed41e6862e3860613e3f21054,7f438c18058290903c46dfe9d71bd68a,101.3,85.33
1ef70f0ed41e6862e3860613e3f21054,8c7a7249d80b1489594b3a2a87f3f19d,0,0
1ef70f0ed41e6862e3860613e3f21054,1dabb767e07d0aa702ee58d41c15eab1,96.0,86.67
1ef70f0ed41e6862e3860613e3f21054,95920e4bf5b6c15ba8dffbf959b38ba5,0,0
1ef70f0ed41e6862e3860613e3f21054,722a380c9b59ef42226e8d392824dcb9,105.88,72.73
1ef70f0ed41e6862e3860613e3f21054,ef8b068ab7ac9d387b256404acd24cd5,100.0,79.37
1ef70f0ed41e6862e3860613e3f21054,e49b2cc3f9aacd500b11a35b1c57112d,88.24,164.71
1ef70f0ed41e6862e3860613e3f21054,36fdadf436b164ee29174c8e1fde7271,0,0
1ef70f0ed41e6862e3860613e3f21054,942a84f05f4ab956125f68ec0963481f,107.69,153.33
1ef70f0ed41e6862e3860613e3f21054,c950aaad2e56c87e9ac7281016d37cb6,0,0
1ef70f0ed41e6862e3860613e3f21054,619d3e44dc84b366bd685de3e94b3bec,0,0
1ef70f0ed41e6862e3860613e3f21054,18a823379f2bf4e4be8b419698cde91c,0,0
1ef70f0ed41e6862e3860613e3f21054,95c8abc40fb4ecf4fa5627975450dc95,97.22,101.41
1ef70f0ed41e6862e3860613e3f21054,cbcdba92e7ebacd9418f0bf29a6f6d13,0,0
1ef70f0ed41e6862e3860613e3f21054,fa9ea3ddb13b576d0a7db1b23842c00e,0,0
1ef70f0ed41e6862e3860613e3f21054,1ddd9c3d32c6f8245158a15b58b38992,0,0
1ef70f0ed41e6862e3860613e3f21054,9cf34a85700c146eaf259ed7a818ad63,100.0,98.36
1ef70f0ed41e6862e3860613e3f21054,b265ffd84dbeef427136d140811e7d5f,77.42,88.57
1ef70f0ed41e6862e3860613e3f21054,387ed8d45a1786fa72e95732df2dac4f,0,0
1ef70f0ed41e6862e3860613e3f21054,fe8aca56ad93b72526d622348b190ec3,103.57,101.82
1ef70f0ed41e6862e3860613e3f21054,3007e387a7d41a704390cb5878271b9a,90.77,103.17
1ef70f0ed41e6862e3860613e3f21054,324b2f11b1cd08156cceb7206ef69820,86.96,101.43
1ef70f0ed41e6862e3860613e3f21054,4cf82b670bd014fbd6b99ca1ffa25a4f,0,0
1ef70f0ed41e6862e3860613e3f21054,89c519190d06b39ae85634965daafa5c,0,0
1ef70f0ed41e6862e3860613e3f21054,cf81e3b197158f3ddedae95005aa9859,84.0,103.9
1ef70f0ed41e6862e3860613e3f21054,eeaac18e3ac23a64e844e9686189d005,0,0
1ef70f0ed41e6862e3860613e3f21054,769cf4fe28af6cafc5887879e7f7f40f,0,0
25a5ddd58e1b7af731e179e2f98ed42f,bce6c859f6e409e45c3665c11e202ca9,114.81,103.7
25a5ddd58e1b7af731e179e2f98ed42f,053f6b9f70bbc1116e3af3c8a2ecdbe6,80.0,66.67
25a5ddd58e1b7af731e179e2f98ed42f,e51630054008b5867f9fe3e04d1dd016,118.57,110.0
25a5ddd58e1b7af731e179e2f98ed42f,f1970daaab6bd4c23edea9c6e4305b12,84.48,135.09
25a5ddd58e1b7af731e179e2f98ed42f,3fa713b9a00c76b7b09419786eaf79e0,72.97,137.84
25a5ddd58e1b7af731e179e2f98ed42f,49399a850e5eedd6953e506218ebd4b2,0,0
25a5ddd58e1b7af731e179e2f98ed42f,5b0d8dd8f942cf81c88a4ab317b20fc5,117.14,91.89
25a5ddd58e1b7af731e179e2f98ed42f,2d4ae904a46dd8141197a4bdbcbcebea,97.53,116.46
25a5ddd58e1b7af731e179e2f98ed42f,661390debadbc4b6d53f7d1883cdd279,82.35,100.0
25a5ddd58e1b7af731e179e2f98ed42f,86f33f0bc083cd2e9c543c4631d5690b,87.93,142.11
25a5ddd58e1b7af731e179e2f98ed42f,a0a99aa6dcb9947e8501d3c17e89cf01,0,0
25a5ddd58e1b7af731e179e2f98ed42f,d32d7f7ead681a3c45ac0401b025169b,107.46,126.87
25a5ddd58e1b7af731e179e2f98ed42f,df04a338c0749cef4022674be6803411,80.0,66.67
25a5ddd58e1b7af731e179e2f98ed42f,f53d9aa67d5fed6677cf8d57a4707485,0,0
25a5ddd58e1b7af731e179e2f98ed42f,01e5ad8b6847aa68c70fe1acc54a884d,0,0
25a5ddd58e1b7af731e179e2f98ed42f,5a634567f5022bf46e1c990096fceb9f,66.67,80.0
25a5ddd58e1b7af731e179e2f98ed42f,59c61598abe68e36e2a0f6b24f5344a9,145.16,89.66
25a5ddd58e1b7af731e179e2f98ed42f,ade82b71d52bf8ebd00f724b25c87e95,124.24,93.65
25a5ddd58e1b7af731e179e2f98ed42f,7a1c1f680a11456d505f05fa70712213,115.28,97.3
25a5ddd58e1b7af731e179e2f98ed42f,ffc3716da11461d5337f42c2e9590797,105.13,112.5
25a5ddd58e1b7af731e179e2f98ed42f,16d76c912992709c8be29b896b8f9417,138.0,87.76
25a5ddd58e1b7af731e179e2f98ed42f,71646c64f62c2748740c45b469e0d611,113.85,114.06
25a5ddd58e1b7af731e179e2f98ed42f,758bfe4f98e1d0fc26ef37ef7f9688e4,97.44,108.11
25a5ddd58e1b7af731e179e2f98ed42f,cf76849b2d40cd089fa8fe823846b717,0,0
25a5ddd58e1b7af731e179e2f98ed42f,2ffe19dc39838eaa55a52d7b2fbd687c,124.62,93.75
25a5ddd58e1b7af731e179e2f98ed42f,682ee02d38c947defb4cf5e30fba6f96,107.69,106.06
25a5ddd58e1b7af731e179e2f98ed42f,745fd2a3e78aaceb805e7bc19cf5f126,66.67,80.0
25a5ddd58e1b7af731e179e2f98ed42f,24e7fa348c6b922fe075358bdabc0b29,0,0
25a5ddd58e1b7af731e179e2f98ed42f,d1159a16ddc833d8787756a5b90b9141,0,0
25a5ddd58e1b7af731e179e2f98ed42f,3d784b11288b827cbd97d6dbcd6602ec,66.67,80.0
27caeb326b241334bfb308787974f959,5a634567f5022bf46e1c990096fceb9f,0,0
27caeb326b241334bfb308787974f959,59c61598abe68e36e2a0f6b24f5344a9,100.0,92.31
27caeb326b241334bfb308787974f959,ade82b71d52bf8ebd00f724b25c87e95,102.08,112.5
27caeb326b241334bfb308787974f959,7a1c1f680a11456d505f05fa70712213,108.64,120.25
27caeb326b241334bfb308787974f959,ffc3716da11461d5337f42c2e9590797,106.06,129.41
27caeb326b241334bfb308787974f959,16d76c912992709c8be29b896b8f9417,114.29,125.71
27caeb326b241334bfb308787974f959,71646c64f62c2748740c45b469e0d611,108.45,119.18
27caeb326b241334bfb308787974f959,758bfe4f98e1d0fc26ef37ef7f9688e4,100.0,127.27
27caeb326b241334bfb308787974f959,cf76849b2d40cd089fa8fe823846b717,94.12,127.78
27caeb326b241334bfb308787974f959,2ffe19dc39838eaa55a52d7b2fbd687c,105.41,118.06
27caeb326b241334bfb308787974f959,682ee02d38c947defb4cf5e30fba6f96,108.06,114.75
27caeb326b241334bfb308787974f959,745fd2a3e78aaceb805e7bc19cf5f126,0,0
27caeb326b241334bfb308787974f959,24e7fa348c6b922fe075358bdabc0b29,0,0
27caeb326b241334bfb308787974f959,d1159a16ddc833d8787756a5b90b9141,0,0
27caeb326b241334bfb308787974f959,3d784b11288b827cbd97d6dbcd6602ec,0,0
27caeb326b241334bfb308787974f959,255fe2a8be0ed5c06dd99969ab4fea55,133.33,100.0
27caeb326b241334bfb308787974f959,94e99d76e87ee926faab66d382b3a955,0,0
27caeb326b241334bfb308787974f959,52c6125836c465f4ac5232121dacb49d,110.0,107.14
27caeb326b241334bfb308787974f959,ff59dc439c6c323320bc355afe884fcb,117.24,113.33
27caeb326b241334bfb308787974f959,3626b893fc73a5cbd67d1ea48a5c7039,120.73,107.32
27caeb326b241334bfb308787974f959,0b978fcfa7f2ec839c563a755e345ff8,124.24,119.35
27caeb326b241334bfb308787974f959,bfef77a3e57907855444410d490e7bfd,0,0
27caeb326b241334bfb308787974f959,1a6703883f8f47bb4daf09c03be3bda2,121.13,110.96
27caeb326b241334bfb308787974f959,31598ba01a3fff03ed0a87d7dea11dfe,117.05,101.12
27caeb326b241334bfb308787974f959,a1591595c04d12e88e3cb427fb667618,128.0,100.0
27caeb326b241334bfb308787974f959,6f6a807d57aae8f651222523dc82dc35,116.33,104.08
27caeb326b241334bfb308787974f959,fbcda0bcb861e4726ca8871b8965ede4,0,0
27caeb326b241334bfb308787974f959,14de632b07100527b0ced12fd4eeffb7,0,0
27caeb326b241334bfb308787974f959,821887f9a002be16b5f79729fae59e01,0,0
27caeb326b241334bfb308787974f959,3d75035d20b173a867d4bf32c8a58f0b,0,0
2877e9e9980619126420db0163ee0779,5a634567f5022bf46e1c990096fceb9f,0,0
2877e9e9980619126420db0163ee0779,59c61598abe68e36e2a0f6b24f5344a9,140.0,100.0
2877e9e9980619126420db0163ee0779,ade82b71d52bf8ebd00f724b25c87e95,106.45,81.16
2877e9e9980619126420db0163ee0779,7a1c1f680a11456d505f05fa70712213,100.0,75.32
2877e9e9980619126420db0163ee0779,ffc3716da11461d5337f42c2e9590797,120.0,111.54
2877e9e9980619126420db0163ee0779,16d76c912992709c8be29b896b8f9417,102.94,77.33
2877e9e9980619126420db0163ee0779,71646c64f62c2748740c45b469e0d611,108.0,94.44
2877e9e9980619126420db0163ee0779,758bfe4f98e1d0fc26ef37ef7f9688e4,0,0
2877e9e9980619126420db0163ee0779,cf76849b2d40cd089fa8fe823846b717,103.03,91.18
2877e9e9980619126420db0163ee0779,2ffe19dc39838eaa55a52d7b2fbd687c,110.96,82.28
2877e9e9980619126420db0163ee0779,682ee02d38c947defb4cf5e30fba6f96,94.52,82.5
2877e9e9980619126420db0163ee0779,745fd2a3e78aaceb805e7bc19cf5f126,0,0
2877e9e9980619126420db0163ee0779,24e7fa348c6b922fe075358bdabc0b29,0,0
2877e9e9980619126420db0163ee0779,d1159a16ddc833d8787756a5b90b9141,0,0
2877e9e9980619126420db0163ee0779,3d784b11288b827cbd97d6dbcd6602ec,0,0
2877e9e9980619126420db0163ee0779,c4d3f5f09856d59a1ebd1618e137dc57,0,0
2877e9e9980619126420db0163ee0779,a05b7a85a87b3c7789bf03ec6de8a132,0,0
2877e9e9980619126420db0163ee0779,6fd2a56d4457a4617bc4931d6c9f3f31,89.66,115.38
2877e9e9980619126420db0163ee0779,ec1701b0740d49558c0e4292fbcf5d28,120.0,87.5
2877e9e9980619126420db0163ee0779,0e35575a0624318cc691947fe700df94,0,0
2877e9e9980619126420db0163ee0779,355440241677831feb31321e4f47389c,89.47,144.44
2877e9e9980619126420db0163ee0779,fe4fc80aa14544264b2eca38dbe85bd1,83.56,102.94
2877e9e9980619126420db0163ee0779,5254f09164f6bcfba80a12e595ca4724,66.18,112.5
2877e9e9980619126420db0163ee0779,545561642487bf6991898bd62e9c3172,92.5,94.44
2877e9e9980619126420db0163ee0779,fde04f931b1efe670ec01ec59424cd20,115.79,155.0
2877e9e9980619126420db0163ee0779,f85a47779c423d73ea3b2aa48c54ff8b,84.71,101.28
2877e9e9980619126420db0163ee0779,093587100e2037b5dec3199d77b35e8b,0,0
2877e9e9980619126420db0163ee0779,ce84530bdb8f4a9e7cf97e14d536b8a0,68.66,100.0
2877e9e9980619126420db0163ee0779,59fa10b4c9f3cd3cf1048a41966fe24e,84.81,97.33
2877e9e9980619126420db0163ee0779,68b4e768ed5b52bf2d2f882ebd051c66,0,0
32f2054d115f0b36efaa76e3a80a97d6,fb64ca4b8beaf4c4c6e4575fe2f3abd7,98.72,101.3
32f2054d115f0b36efaa76e3a80a97d6,f3d6e924c2736c9e5771b0784e31c2df,0,0
32f2054d115f0b36efaa76e3a80a97d6,32c044aa84d75ccd78c3c9f2aeb33bd9,84.21,92.68
32f2054d115f0b36efaa76e3a80a97d6,7f438c18058290903c46dfe9d71bd68a,104.62,93.85
32f2054d115f0b36efaa76e3a80a97d6,8c7a7249d80b1489594b3a2a87f3f19d,0,0
32f2054d115f0b36efaa76e3a80a97d6,1dabb767e07d0aa702ee58d41c15eab1,110.71,129.63
32f2054d115f0b36efaa76e3a80a97d6,95920e4bf5b6c15ba8dffbf959b38ba5,108.96,108.7
32f2054d115f0b36efaa76e3a80a97d6,722a380c9b59ef42226e8d392824dcb9,88.89,95.56
32f2054d115f0b36efaa76e3a80a97d6,ef8b068ab7ac9d387b256404acd24cd5,0,0
